Sl-No,Mole_frac_water,Temperature,Pressure,Activityt_water,Delta[Act]_comp0,Comp0,Comp1,Ref,IL_SMILES,Cation_SMILES,Anion_SMILES,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
2564,0.910507496,298.1,85.7,0.965,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2565,0.907040965,298.1,85.7,0.942,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2566,0.90252825,298.1,85.7,0.946,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2567,0.897348852,298.1,85.7,0.942,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2568,0.896233269,298.1,85.7,0.961,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2569,0.89488957,298.1,85.7,0.935,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2570,0.885736625,298.1,85.7,0.959,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2571,0.883481084,298.1,85.7,0.93,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2572,0.874972416,298.1,85.7,0.956,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2573,0.863135962,298.1,85.7,0.914,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2574,0.862103775,298.1,85.7,0.949,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2575,0.853763573,298.1,85.7,0.947,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2576,0.841876972,298.1,85.7,0.942,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2577,0.834285199,298.1,85.7,0.891,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2578,0.832408602,298.1,85.7,0.935,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2579,0.744481103,298.1,85.7,0.883,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2580,0.720955906,298.1,85.7,0.786,0.039,water,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,Zafarani-Moattar and Sarmad (2019),CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[N+]1(CCCC1)C,C(F)(F)(F)S(=O)(=O)[O-],C10H20F3NO3S,10,20,1,3,1,0,3,0,0,0
2581,0.996401038,298.15,85,0.994,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2582,0.99581653,298.15,85,0.992,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2583,0.995352273,298.15,85,0.992,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2584,0.994982963,298.15,85,0.991,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2585,0.993094318,298.15,85,0.988,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2586,0.992836766,298.15,85,0.994,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2587,0.992513683,298.15,85,0.987,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2588,0.990588428,298.15,85,0.992,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2589,0.989897729,298.15,85,0.982,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2590,0.987968533,298.15,85,0.98,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2591,0.98722705,298.15,85,0.978,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2592,0.986290368,298.15,85,0.977,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2593,0.986193995,298.15,85,0.991,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2594,0.982996341,298.15,85,0.971,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2595,0.979423462,298.15,85,0.988,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2596,0.975981124,298.15,85,0.988,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2597,0.966781789,298.15,85,0.987,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2598,0.964286149,298.15,85,0.982,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2599,0.960965848,298.15,85,0.932,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2600,0.954853048,298.15,85,0.921,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2601,0.943165407,298.15,85,0.896,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2602,0.923684154,298.15,85,0.852,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2603,0.904482656,298.15,85,0.806,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2604,0.994799302,308.15,85,0.99,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2605,0.993777033,308.15,85,0.988,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2606,0.992231601,308.15,85,0.986,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2607,0.990857196,308.15,85,0.983,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2608,0.98912691,308.15,85,0.98,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2609,0.988829134,308.15,85,0.979,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2610,0.987395631,308.15,85,0.977,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2611,0.986356965,308.15,85,0.974,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2612,0.984623135,308.15,85,0.971,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2613,0.981833168,308.15,85,0.965,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2614,0.981123405,308.15,85,0.963,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2615,0.978148056,308.15,85,0.956,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2616,0.975141019,308.15,85,0.95,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2617,0.963165137,308.15,85,0.921,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2618,0.956796773,308.15,85,0.904,0.039,water,choline lactate,Behboudi et al. (2021),CC(C(=O)[O-])O.C[N+](C)(C)CCO,C[N+](C)(C)CCO,CC(C(=O)[O-])O,C8H19NO4,8,19,1,4,0,0,0,0,0,0
2619,0.990226177,298.15,100,0.983,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2620,0.984418836,298.15,100,0.973,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2621,0.979975037,298.15,100,0.965,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2622,0.979124591,298.15,100,0.963,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2623,0.976568341,298.15,100,0.958,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2624,0.976551161,298.15,100,0.958,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2625,0.971521181,298.15,100,0.949,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2626,0.969708616,298.15,100,0.945,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2627,0.969520619,298.15,100,0.945,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2628,0.969014576,298.15,100,0.944,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2629,0.96635598,298.15,100,0.939,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2630,0.964696723,298.15,100,0.935,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2631,0.964204076,298.15,100,0.934,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2632,0.962480429,298.15,100,0.931,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2633,0.961970037,298.15,100,0.93,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2634,0.961813359,298.15,100,0.929,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2635,0.960909289,298.15,100,0.927,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2636,0.957034314,298.15,100,0.919,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2637,0.955745752,298.15,100,0.916,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2638,0.954669125,298.15,100,0.914,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2639,0.953514657,298.15,100,0.912,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2640,0.947017518,298.15,100,0.896,0.039,water,1-ethyl-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2011),CCN1C=C[N+](=C1)C.[Cl-],CCN1C=C[N+](=C1)C,[Cl-],C6H11ClN2,6,11,2,0,0,0,0,1,0,0
2641,0.990153758,298.15,100,0.9861,0.0077,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2642,0.989095185,298.15,100,0.9855,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2643,0.988373128,298.15,100,0.9837,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2644,0.988285145,298.15,100,0.9839,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2645,0.987757571,298.15,100,0.9838,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2646,0.986809358,298.15,100,0.9825,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2647,0.985180584,298.15,100,0.9812,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2648,0.983783784,298.15,100,0.98,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2649,0.982512655,298.15,100,0.9787,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2650,0.981256949,298.15,100,0.9775,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2651,0.979399269,298.15,100,0.9754,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2652,0.973743483,298.15,100,0.9718,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2653,0.973120419,298.15,100,0.9716,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2654,0.960207852,298.15,100,0.9633,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2655,0.956562647,298.15,100,0.9596,0.0079,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2656,0.937748121,298.15,100,0.9449,0.0092,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2657,0.937035787,298.15,100,0.9434,0.0092,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
