IonicLiuid,Cation,Anion,T(K),IL_SMILES,ST(exp),CSMILES,ASMILES,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
Propylammonium acetate (PAAc),,,328.15,CCC[NH3+].CC([O-])=O,30.6,CCC[NH3+],CC([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
Propylammonium acetate (PAAc),,,333.15,CCC[NH3+].CC([O-])=O,30.2,CCC[NH3+],CC([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][For],,,293.15,CCCC[NH3+].C([O-])=O,33.8,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][For],,,298.15,CCCC[NH3+].C([O-])=O,33.3,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][For],,,303.15,CCCC[NH3+].C([O-])=O,32.9,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][For],,,308.15,CCCC[NH3+].C([O-])=O,32.4,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][For],,,313.15,CCCC[NH3+].C([O-])=O,32,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][For],,,318.15,CCCC[NH3+].C([O-])=O,31.5,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][For],,,323.15,CCCC[NH3+].C([O-])=O,31.1,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][For],,,328.15,CCCC[NH3+].C([O-])=O,30.6,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][For],,,333.15,CCCC[NH3+].C([O-])=O,30.2,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
[1-BA][Ace],,,293.15,CCCC[NH3+].CC([O-])=O,31.5,CCCC[NH3+],CC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
[1-BA][Ace],,,298.15,CCCC[NH3+].CC([O-])=O,31.1,CCCC[NH3+],CC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
[1-BA][Ace],,,303.15,CCCC[NH3+].CC([O-])=O,30.8,CCCC[NH3+],CC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
[1-BA][Ace],,,308.15,CCCC[NH3+].CC([O-])=O,30.5,CCCC[NH3+],CC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
[1-BA][Ace],,,313.15,CCCC[NH3+].CC([O-])=O,30.1,CCCC[NH3+],CC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
[1-BA][Ace],,,318.15,CCCC[NH3+].CC([O-])=O,29.8,CCCC[NH3+],CC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
[1-BA][Ace],,,323.15,CCCC[NH3+].CC([O-])=O,29.5,CCCC[NH3+],CC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
[1-BA][Ace],,,328.15,CCCC[NH3+].CC([O-])=O,29.1,CCCC[NH3+],CC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
[1-BA][Ace],,,333.15,CCCC[NH3+].CC([O-])=O,28.8,CCCC[NH3+],CC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
[1-BA][Prop],,,293.15,CCCC[NH3+].CCC([O-])=O,28.05,CCCC[NH3+],CCC([O-])=O,C7H17NO2,7,17,1,2,0,0,0,0,0,0
[1-BA][Prop],,,298.15,CCCC[NH3+].CCC([O-])=O,27.74,CCCC[NH3+],CCC([O-])=O,C7H17NO2,7,17,1,2,0,0,0,0,0,0
[1-BA][Prop],,,303.15,CCCC[NH3+].CCC([O-])=O,27.47,CCCC[NH3+],CCC([O-])=O,C7H17NO2,7,17,1,2,0,0,0,0,0,0
[1-BA][Prop],,,308.15,CCCC[NH3+].CCC([O-])=O,27.05,CCCC[NH3+],CCC([O-])=O,C7H17NO2,7,17,1,2,0,0,0,0,0,0
[1-BA][Prop],,,313.15,CCCC[NH3+].CCC([O-])=O,26.77,CCCC[NH3+],CCC([O-])=O,C7H17NO2,7,17,1,2,0,0,0,0,0,0
[1-BA][Prop],,,318.15,CCCC[NH3+].CCC([O-])=O,26.47,CCCC[NH3+],CCC([O-])=O,C7H17NO2,7,17,1,2,0,0,0,0,0,0
[1-BA][Prop],,,323.15,CCCC[NH3+].CCC([O-])=O,26.18,CCCC[NH3+],CCC([O-])=O,C7H17NO2,7,17,1,2,0,0,0,0,0,0
[1-BA][Prop],,,328.15,CCCC[NH3+].CCC([O-])=O,25.86,CCCC[NH3+],CCC([O-])=O,C7H17NO2,7,17,1,2,0,0,0,0,0,0
[1-BA][Prop],,,333.15,CCCC[NH3+].CCC([O-])=O,25.54,CCCC[NH3+],CCC([O-])=O,C7H17NO2,7,17,1,2,0,0,0,0,0,0
[1-BA][But],,,293.15,CCCC[NH3+].CCCC([O-])=O,25.67,CCCC[NH3+],CCCC([O-])=O,C8H19NO2,8,19,1,2,0,0,0,0,0,0
[1-BA][But],,,298.15,CCCC[NH3+].CCCC([O-])=O,25.4,CCCC[NH3+],CCCC([O-])=O,C8H19NO2,8,19,1,2,0,0,0,0,0,0
[1-BA][But],,,303.15,CCCC[NH3+].CCCC([O-])=O,25.06,CCCC[NH3+],CCCC([O-])=O,C8H19NO2,8,19,1,2,0,0,0,0,0,0
[1-BA][But],,,308.15,CCCC[NH3+].CCCC([O-])=O,24.77,CCCC[NH3+],CCCC([O-])=O,C8H19NO2,8,19,1,2,0,0,0,0,0,0
[1-BA][But],,,313.15,CCCC[NH3+].CCCC([O-])=O,24.46,CCCC[NH3+],CCCC([O-])=O,C8H19NO2,8,19,1,2,0,0,0,0,0,0
[1-BA][But],,,318.15,CCCC[NH3+].CCCC([O-])=O,24.15,CCCC[NH3+],CCCC([O-])=O,C8H19NO2,8,19,1,2,0,0,0,0,0,0
[1-BA][But],,,323.15,CCCC[NH3+].CCCC([O-])=O,23.9,CCCC[NH3+],CCCC([O-])=O,C8H19NO2,8,19,1,2,0,0,0,0,0,0
[1-BA][But],,,328.15,CCCC[NH3+].CCCC([O-])=O,23.56,CCCC[NH3+],CCCC([O-])=O,C8H19NO2,8,19,1,2,0,0,0,0,0,0
[1-BA][But],,,333.15,CCCC[NH3+].CCCC([O-])=O,23.47,CCCC[NH3+],CCCC([O-])=O,C8H19NO2,8,19,1,2,0,0,0,0,0,0
Ethanolamine acetate,,,293.15,[NH3+]CCO.CC([O-])=O,54.27,[NH3+]CCO,CC([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
EOAA (Ethanolamine acetate),,,300.15,[NH3+]CCO.CC([O-])=O,51.5,[NH3+]CCO,CC([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
Ethanolamine hexanote,,,293.15,[NH3+]CCO.CCCCCC([O-])=O,30.27,[NH3+]CCO,CCCCCC([O-])=O,C8H19NO3,8,19,1,3,0,0,0,0,0,0
MAF,,,300.15,C[NH3+].C([O-])=O,43.1,C[NH3+],C([O-])=O,C2H7NO2,2,7,1,2,0,0,0,0,0,0
EAF,,,300.15,CC[NH3+].C([O-])=O,38.5,CC[NH3+],C([O-])=O,C3H9NO2,3,9,1,2,0,0,0,0,0,0
BAF,,,300.15,CCCC[NH3+].C([O-])=O,33.3,CCCC[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
PeAF,,,300.15,CCCCC[NH3+].C([O-])=O,31.9,CCCCC[NH3+],C([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
2MPAF,,,300.15,CC(C)C[NH3+].C([O-])=O,31.2,CC(C)C[NH3+],C([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
2MBAF,,,300.15,CCC(C)C[NH3+].C([O-])=O,30.8,CCC(C)C[NH3+],C([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
EOAF,,,300.15,[NH3+]CCO.C([O-])=O,65,[NH3+]CCO,C([O-])=O,C3H9NO3,3,9,1,3,0,0,0,0,0,0
2POAF,,,300.15,CC(O)C[NH3+].C([O-])=O,46.2,CC(O)C[NH3+],C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
EAP,,,300.15,CC[NH3+].CCC([O-])=O,31.5,CC[NH3+],CCC([O-])=O,C5H13NO2,5,13,1,2,0,0,0,0,0,0
EAB,,,300.15,CC[NH3+].CCCC([O-])=O,29.6,CC[NH3+],CCCC([O-])=O,C6H15NO2,6,15,1,2,0,0,0,0,0,0
EAG,,,300.15,CC[NH3+].OCC([O-])=O,49.3,CC[NH3+],OCC([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
EAL,,,300.15,CC[NH3+].CC(O)C([O-])=O,39.3,CC[NH3+],CC(O)C([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
EAN,,,300.15,CC[NH3+].[O-]N(=O)=O,47.3,CC[NH3+],[O-]N(=O)=O,C2H8N2O3,2,8,2,3,0,0,0,0,0,0
EAHS,,,300.15,CC[NH3+].OS([O-])(=O)=O,56.3,CC[NH3+],OS([O-])(=O)=O,C2H9NO4S,2,9,1,4,1,0,0,0,0,0
EOAL,,,300.15,[NH3+]CCO.CC(O)C([O-])=O,57.2,[NH3+]CCO,CC(O)C([O-])=O,C5H13NO4,5,13,1,4,0,0,0,0,0,0
EOAN,,,300.15,[NH3+]CCO.[O-]N(=O)=O,50.6,[NH3+]CCO,[O-]N(=O)=O,C2H8N2O4,2,8,2,4,0,0,0,0,0,0
3-hydroxypropylammonium formate (3HPAF),,,293.15,[NH3+]CCCO.C([O-])=O,56.9,[NH3+]CCCO,C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
3-hydroxypropylammonium formate (3HPAF),,,298.15,[NH3+]CCCO.C([O-])=O,56.4,[NH3+]CCCO,C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
3-hydroxypropylammonium formate (3HPAF),,,303.15,[NH3+]CCCO.C([O-])=O,55.9,[NH3+]CCCO,C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
3-hydroxypropylammonium formate (3HPAF),,,308.15,[NH3+]CCCO.C([O-])=O,55.4,[NH3+]CCCO,C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
3-hydroxypropylammonium formate (3HPAF),,,313.15,[NH3+]CCCO.C([O-])=O,54.9,[NH3+]CCCO,C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
3-hydroxypropylammonium formate (3HPAF),,,318.15,[NH3+]CCCO.C([O-])=O,54.4,[NH3+]CCCO,C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
3-hydroxypropylammonium formate (3HPAF),,,323.15,[NH3+]CCCO.C([O-])=O,54,[NH3+]CCCO,C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
3-hydroxypropylammonium formate (3HPAF),,,328.15,[NH3+]CCCO.C([O-])=O,53.5,[NH3+]CCCO,C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
3-hydroxypropylammonium formate (3HPAF),,,333.15,[NH3+]CCCO.C([O-])=O,53,[NH3+]CCCO,C([O-])=O,C4H11NO3,4,11,1,3,0,0,0,0,0,0
3-hydroxypropylammonium acetate (3HPAAc),,,293.15,[NH3+]CCCO.CC([O-])=O,48,[NH3+]CCCO,CC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
3-hydroxypropylammonium acetate (3HPAAc),,,298.15,[NH3+]CCCO.CC([O-])=O,47.5,[NH3+]CCCO,CC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
3-hydroxypropylammonium acetate (3HPAAc),,,303.15,[NH3+]CCCO.CC([O-])=O,47,[NH3+]CCCO,CC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
3-hydroxypropylammonium acetate (3HPAAc),,,308.15,[NH3+]CCCO.CC([O-])=O,46.5,[NH3+]CCCO,CC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
3-hydroxypropylammonium acetate (3HPAAc),,,313.15,[NH3+]CCCO.CC([O-])=O,46,[NH3+]CCCO,CC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
3-hydroxypropylammonium acetate (3HPAAc),,,318.15,[NH3+]CCCO.CC([O-])=O,45.5,[NH3+]CCCO,CC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
3-hydroxypropylammonium acetate (3HPAAc),,,323.15,[NH3+]CCCO.CC([O-])=O,45,[NH3+]CCCO,CC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
3-hydroxypropylammonium acetate (3HPAAc),,,328.15,[NH3+]CCCO.CC([O-])=O,44.5,[NH3+]CCCO,CC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
3-hydroxypropylammonium acetate (3HPAAc),,,333.15,[NH3+]CCCO.CC([O-])=O,44,[NH3+]CCCO,CC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
3-hydroxypropylammonium trifluoroacetate (3HPATFAc),,,293.15,[NH3+]CCCO.[O-]C(=O)C(F)(F)F,38.2,[NH3+]CCCO,[O-]C(=O)C(F)(F)F,C5H10F3NO3,5,10,1,3,0,0,3,0,0,0
3-hydroxypropylammonium trifluoroacetate (3HPATFAc),,,298.15,[NH3+]CCCO.[O-]C(=O)C(F)(F)F,37.8,[NH3+]CCCO,[O-]C(=O)C(F)(F)F,C5H10F3NO3,5,10,1,3,0,0,3,0,0,0
3-hydroxypropylammonium trifluoroacetate (3HPATFAc),,,303.15,[NH3+]CCCO.[O-]C(=O)C(F)(F)F,37.4,[NH3+]CCCO,[O-]C(=O)C(F)(F)F,C5H10F3NO3,5,10,1,3,0,0,3,0,0,0
3-hydroxypropylammonium trifluoroacetate (3HPATFAc),,,308.15,[NH3+]CCCO.[O-]C(=O)C(F)(F)F,37,[NH3+]CCCO,[O-]C(=O)C(F)(F)F,C5H10F3NO3,5,10,1,3,0,0,3,0,0,0
3-hydroxypropylammonium trifluoroacetate (3HPATFAc),,,313.15,[NH3+]CCCO.[O-]C(=O)C(F)(F)F,36.5,[NH3+]CCCO,[O-]C(=O)C(F)(F)F,C5H10F3NO3,5,10,1,3,0,0,3,0,0,0
3-hydroxypropylammonium trifluoroacetate (3HPATFAc),,,318.15,[NH3+]CCCO.[O-]C(=O)C(F)(F)F,36.1,[NH3+]CCCO,[O-]C(=O)C(F)(F)F,C5H10F3NO3,5,10,1,3,0,0,3,0,0,0
3-hydroxypropylammonium trifluoroacetate (3HPATFAc),,,323.15,[NH3+]CCCO.[O-]C(=O)C(F)(F)F,35.7,[NH3+]CCCO,[O-]C(=O)C(F)(F)F,C5H10F3NO3,5,10,1,3,0,0,3,0,0,0
3-hydroxypropylammonium trifluoroacetate (3HPATFAc),,,328.15,[NH3+]CCCO.[O-]C(=O)C(F)(F)F,35.3,[NH3+]CCCO,[O-]C(=O)C(F)(F)F,C5H10F3NO3,5,10,1,3,0,0,3,0,0,0
3-hydroxypropylammonium trifluoroacetate (3HPATFAc),,,333.15,[NH3+]CCCO.[O-]C(=O)C(F)(F)F,34.9,[NH3+]CCCO,[O-]C(=O)C(F)(F)F,C5H10F3NO3,5,10,1,3,0,0,3,0,0,0
"[TOAH][3,4-dimethylbenzoate]",,,293.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CC1=C(C)C=C(C=C1)C(O)=O,24.7,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CC1=C(C)C=C(C=C1)C(O)=O,C33H62NO2+,33,62,1,2,0,0,0,0,0,0
"[TOAH][3,4-dimethylbenzoate]",,,298.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CC1=C(C)C=C(C=C1)C(O)=O,24.4,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CC1=C(C)C=C(C=C1)C(O)=O,C33H62NO2+,33,62,1,2,0,0,0,0,0,0
"[TOAH][3,4-dimethylbenzoate]",,,303.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CC1=C(C)C=C(C=C1)C(O)=O,24,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CC1=C(C)C=C(C=C1)C(O)=O,C33H62NO2+,33,62,1,2,0,0,0,0,0,0
"[TOAH][3,4-dimethylbenzoate]",,,308.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CC1=C(C)C=C(C=C1)C(O)=O,23.7,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CC1=C(C)C=C(C=C1)C(O)=O,C33H62NO2+,33,62,1,2,0,0,0,0,0,0
"[TOAH][3,4-dimethylbenzoate]",,,313.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CC1=C(C)C=C(C=C1)C(O)=O,23.4,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CC1=C(C)C=C(C=C1)C(O)=O,C33H62NO2+,33,62,1,2,0,0,0,0,0,0
"[TOAH][3,4-dimethylbenzoate]",,,318.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CC1=C(C)C=C(C=C1)C(O)=O,22.9,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CC1=C(C)C=C(C=C1)C(O)=O,C33H62NO2+,33,62,1,2,0,0,0,0,0,0
"[TOAH][3,4-dimethylbenzoate]",,,323.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CC1=C(C)C=C(C=C1)C(O)=O,22.7,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CC1=C(C)C=C(C=C1)C(O)=O,C33H62NO2+,33,62,1,2,0,0,0,0,0,0
"[TOAH][3,4-dimethylbenzoate]",,,328.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CC1=C(C)C=C(C=C1)C(O)=O,22.4,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CC1=C(C)C=C(C=C1)C(O)=O,C33H62NO2+,33,62,1,2,0,0,0,0,0,0
"[TOAH][3,4-dimethylbenzoate]",,,333.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.CC1=C(C)C=C(C=C1)C(O)=O,22.1,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CC1=C(C)C=C(C=C1)C(O)=O,C33H62NO2+,33,62,1,2,0,0,0,0,0,0
[TOAH][salicylate],,,293.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.OC1CCCCC1C(O)=O,19.1,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,OC1CCCCC1C(O)=O,C31H64NO3+,31,64,1,3,0,0,0,0,0,0
[TOAH][salicylate],,,298.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.OC1CCCCC1C(O)=O,19,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,OC1CCCCC1C(O)=O,C31H64NO3+,31,64,1,3,0,0,0,0,0,0
[TOAH][salicylate],,,303.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.OC1CCCCC1C(O)=O,18.8,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,OC1CCCCC1C(O)=O,C31H64NO3+,31,64,1,3,0,0,0,0,0,0
[TOAH][salicylate],,,308.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.OC1CCCCC1C(O)=O,18.6,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,OC1CCCCC1C(O)=O,C31H64NO3+,31,64,1,3,0,0,0,0,0,0
[TOAH][salicylate],,,313.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.OC1CCCCC1C(O)=O,18.5,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,OC1CCCCC1C(O)=O,C31H64NO3+,31,64,1,3,0,0,0,0,0,0
[TOAH][salicylate],,,318.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.OC1CCCCC1C(O)=O,18.3,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,OC1CCCCC1C(O)=O,C31H64NO3+,31,64,1,3,0,0,0,0,0,0
[TOAH][salicylate],,,323.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.OC1CCCCC1C(O)=O,18.1,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,OC1CCCCC1C(O)=O,C31H64NO3+,31,64,1,3,0,0,0,0,0,0
[TOAH][salicylate],,,328.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.OC1CCCCC1C(O)=O,17.9,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,OC1CCCCC1C(O)=O,C31H64NO3+,31,64,1,3,0,0,0,0,0,0
[TOAH][salicylate],,,333.15,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.OC1CCCCC1C(O)=O,17.8,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,OC1CCCCC1C(O)=O,C31H64NO3+,31,64,1,3,0,0,0,0,0,0
[2-HEA][Prop] 2-hydroxy ethylammonium propionate ,,,288.15,[NH3+]CCO.CCC([O-])=O,34.84,[NH3+]CCO,CCC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
[2-HEA][Prop] 2-hydroxy ethylammonium propionate ,,,293.15,[NH3+]CCO.CCC([O-])=O,34.58,[NH3+]CCO,CCC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
[2-HEA][Prop] 2-hydroxy ethylammonium propionate ,,,298.15,[NH3+]CCO.CCC([O-])=O,34.32,[NH3+]CCO,CCC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
[2-HEA][Prop] 2-hydroxy ethylammonium propionate ,,,303.15,[NH3+]CCO.CCC([O-])=O,34.04,[NH3+]CCO,CCC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
[2-HEA][Prop] 2-hydroxy ethylammonium propionate ,,,308.15,[NH3+]CCO.CCC([O-])=O,33.8,[NH3+]CCO,CCC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
[2-HEA][Prop] 2-hydroxy ethylammonium propionate ,,,313.15,[NH3+]CCO.CCC([O-])=O,33.54,[NH3+]CCO,CCC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
[2-HEA][Prop] 2-hydroxy ethylammonium propionate ,,,323.15,[NH3+]CCO.CCC([O-])=O,33.2,[NH3+]CCO,CCC([O-])=O,C5H13NO3,5,13,1,3,0,0,0,0,0,0
[2-HDEA][Prop] 2-hydroxy diethylammonium propionate ,,,288.15,CC[NH2+]CCO.CCC([O-])=O,34.57,CC[NH2+]CCO,CCC([O-])=O,C7H17NO3,7,17,1,3,0,0,0,0,0,0
[2-HDEA][Prop] 2-hydroxy diethylammonium propionate ,,,293.15,CC[NH2+]CCO.CCC([O-])=O,34.24,CC[NH2+]CCO,CCC([O-])=O,C7H17NO3,7,17,1,3,0,0,0,0,0,0
[2-HDEA][Prop] 2-hydroxy diethylammonium propionate ,,,298.15,CC[NH2+]CCO.CCC([O-])=O,34.02,CC[NH2+]CCO,CCC([O-])=O,C7H17NO3,7,17,1,3,0,0,0,0,0,0
[2-HDEA][Prop] 2-hydroxy diethylammonium propionate ,,,303.15,CC[NH2+]CCO.CCC([O-])=O,33.83,CC[NH2+]CCO,CCC([O-])=O,C7H17NO3,7,17,1,3,0,0,0,0,0,0
[2-HDEA][Prop] 2-hydroxy diethylammonium propionate ,,,308.15,CC[NH2+]CCO.CCC([O-])=O,33.6,CC[NH2+]CCO,CCC([O-])=O,C7H17NO3,7,17,1,3,0,0,0,0,0,0
[2-HDEA][Prop] 2-hydroxy diethylammonium propionate ,,,313.15,CC[NH2+]CCO.CCC([O-])=O,33.4,CC[NH2+]CCO,CCC([O-])=O,C7H17NO3,7,17,1,3,0,0,0,0,0,0
[2-HDEA][Prop] 2-hydroxy diethylammonium propionate ,,,323.15,CC[NH2+]CCO.CCC([O-])=O,32.92,CC[NH2+]CCO,CCC([O-])=O,C7H17NO3,7,17,1,3,0,0,0,0,0,0
[2-HTEA][Prop] 2-hydroxy triethylammonium propionate ,,,288.15,CC[NH+](CC)CCO.CCC([O-])=O,33.81,CC[NH+](CC)CCO,CCC([O-])=O,C9H21NO3,9,21,1,3,0,0,0,0,0,0
[2-HTEA][Prop] 2-hydroxy triethylammonium propionate ,,,293.15,CC[NH+](CC)CCO.CCC([O-])=O,33.51,CC[NH+](CC)CCO,CCC([O-])=O,C9H21NO3,9,21,1,3,0,0,0,0,0,0
[2-HTEA][Prop] 2-hydroxy triethylammonium propionate ,,,298.15,CC[NH+](CC)CCO.CCC([O-])=O,33.3,CC[NH+](CC)CCO,CCC([O-])=O,C9H21NO3,9,21,1,3,0,0,0,0,0,0
[2-HTEA][Prop] 2-hydroxy triethylammonium propionate ,,,303.15,CC[NH+](CC)CCO.CCC([O-])=O,33.12,CC[NH+](CC)CCO,CCC([O-])=O,C9H21NO3,9,21,1,3,0,0,0,0,0,0
[2-HTEA][Prop] 2-hydroxy triethylammonium propionate ,,,308.15,CC[NH+](CC)CCO.CCC([O-])=O,32.85,CC[NH+](CC)CCO,CCC([O-])=O,C9H21NO3,9,21,1,3,0,0,0,0,0,0
[2-HTEA][Prop] 2-hydroxy triethylammonium propionate ,,,313.15,CC[NH+](CC)CCO.CCC([O-])=O,32.61,CC[NH+](CC)CCO,CCC([O-])=O,C9H21NO3,9,21,1,3,0,0,0,0,0,0
[2-HTEA][Prop] 2-hydroxy triethylammonium propionate ,,,323.15,CC[NH+](CC)CCO.CCC([O-])=O,32.02,CC[NH+](CC)CCO,CCC([O-])=O,C9H21NO3,9,21,1,3,0,0,0,0,0,0
2-Hydroxyethylammonium lactate,,,298.15,[NH3+]CCO.CC(O)C([O-])=O,53.6,[NH3+]CCO,CC(O)C([O-])=O,C5H13NO4,5,13,1,4,0,0,0,0,0,0
2-Hydroxyethylammonium lactate,,,303.15,[NH3+]CCO.CC(O)C([O-])=O,52.9,[NH3+]CCO,CC(O)C([O-])=O,C5H13NO4,5,13,1,4,0,0,0,0,0,0
2-Hydroxyethylammonium lactate,,,308.15,[NH3+]CCO.CC(O)C([O-])=O,52.3,[NH3+]CCO,CC(O)C([O-])=O,C5H13NO4,5,13,1,4,0,0,0,0,0,0
2-Hydroxyethylammonium lactate,,,313.15,[NH3+]CCO.CC(O)C([O-])=O,51.7,[NH3+]CCO,CC(O)C([O-])=O,C5H13NO4,5,13,1,4,0,0,0,0,0,0
2-Hydroxyethylammonium lactate,,,318.15,[NH3+]CCO.CC(O)C([O-])=O,51.1,[NH3+]CCO,CC(O)C([O-])=O,C5H13NO4,5,13,1,4,0,0,0,0,0,0
2-Hydroxyethylammonium lactate,,,323.15,[NH3+]CCO.CC(O)C([O-])=O,50.5,[NH3+]CCO,CC(O)C([O-])=O,C5H13NO4,5,13,1,4,0,0,0,0,0,0
2-Hydroxyethylammonium lactate,,,328.15,[NH3+]CCO.CC(O)C([O-])=O,50,[NH3+]CCO,CC(O)C([O-])=O,C5H13NO4,5,13,1,4,0,0,0,0,0,0
Bis(2-hydroxyethyl)ammonium lactate,,,298.15,OCC[NH2+]CCO.CC(O)C([O-])=O,52,OCC[NH2+]CCO,CC(O)C([O-])=O,C7H17NO5,7,17,1,5,0,0,0,0,0,0
Bis(2-hydroxyethyl)ammonium lactate,,,303.15,OCC[NH2+]CCO.CC(O)C([O-])=O,51.4,OCC[NH2+]CCO,CC(O)C([O-])=O,C7H17NO5,7,17,1,5,0,0,0,0,0,0
